Processed variable: surface_sensible_heat_flux, Year: 2021, Level: 0, Timestamp: 2024-11-30 14:05:39, Storm number:96
Processed variable: surface_sensible_heat_flux, Year: 2019, Level: 0, Timestamp: 2024-11-30 16:30:00, Storm number:92
Processed variable: surface_sensible_heat_flux, Year: 2016, Level: 0, Timestamp: 2024-11-30 16:30:00, Storm number:88
Processed variable: surface_sensible_heat_flux, Year: 2019, Level: 0, Timestamp: 2024-11-30 16:30:01, Storm number:93
Processed variable: surface_sensible_heat_flux, Year: 2017, Level: 0, Timestamp: 2024-11-30 16:30:01, Storm number:90
Processed variable: surface_sensible_heat_flux, Year: 2016, Level: 0, Timestamp: 2024-11-30 16:30:01, Storm number:89
Processed variable: surface_sensible_heat_flux, Year: 2015, Level: 0, Timestamp: 2024-11-30 16:30:01, Storm number:85
Processed variable: surface_sensible_heat_flux, Year: 2015, Level: 0, Timestamp: 2024-11-30 16:30:01, Storm number:86
Processed variable: surface_sensible_heat_flux, Year: 2015, Level: 0, Timestamp: 2024-11-30 16:30:02, Storm number:87
Processed variable: surface_sensible_heat_flux, Year: 1998, Level: 0, Timestamp: 2024-11-30 16:30:05, Storm number:36
Processed variable: surface_sensible_heat_flux, Year: 1998, Level: 0, Timestamp: 2024-11-30 16:30:06, Storm number:34
Processed variable: surface_sensible_heat_flux, Year: 1997, Level: 0, Timestamp: 2024-11-30 16:30:06, Storm number:31
Processed variable: surface_sensible_heat_flux, Year: 1998, Level: 0, Timestamp: 2024-11-30 16:30:06, Storm number:35
Processed variable: surface_sensible_heat_flux, Year: 1997, Level: 0, Timestamp: 2024-11-30 16:30:07, Storm number:32
Processed variable: surface_sensible_heat_flux, Year: 1997, Level: 0, Timestamp: 2024-11-30 16:30:07, Storm number:33
Processed variable: surface_sensible_heat_flux, Year: 1994, Level: 0, Timestamp: 2024-11-30 16:30:20, Storm number:22
Processed variable: surface_sensible_heat_flux, Year: 1994, Level: 0, Timestamp: 2024-11-30 16:30:20, Storm number:23
Processed variable: surface_sensible_heat_flux, Year: 1994, Level: 0, Timestamp: 2024-11-30 16:30:20, Storm number:24
Processed variable: surface_sensible_heat_flux, Year: 1995, Level: 0, Timestamp: 2024-11-30 16:30:20, Storm number:25
Processed variable: surface_sensible_heat_flux, Year: 1992, Level: 0, Timestamp: 2024-11-30 16:30:21, Storm number:12
Processed variable: surface_sensible_heat_flux, Year: 1992, Level: 0, Timestamp: 2024-11-30 16:30:21, Storm number:13
Processed variable: surface_sensible_heat_flux, Year: 1996, Level: 0, Timestamp: 2024-11-30 16:30:22, Storm number:26
Processed variable: surface_sensible_heat_flux, Year: 1993, Level: 0, Timestamp: 2024-11-30 16:30:22, Storm number:19
Processed variable: surface_sensible_heat_flux, Year: 1993, Level: 0, Timestamp: 2024-11-30 16:30:22, Storm number:20
Processed variable: surface_sensible_heat_flux, Year: 1992, Level: 0, Timestamp: 2024-11-30 16:30:23, Storm number:14
Processed variable: surface_sensible_heat_flux, Year: 1996, Level: 0, Timestamp: 2024-11-30 16:30:23, Storm number:27
Processed variable: surface_sensible_heat_flux, Year: 1993, Level: 0, Timestamp: 2024-11-30 16:30:23, Storm number:21
Processed variable: surface_sensible_heat_flux, Year: 1996, Level: 0, Timestamp: 2024-11-30 16:30:23, Storm number:28
Processed variable: surface_sensible_heat_flux, Year: 1996, Level: 0, Timestamp: 2024-11-30 16:30:24, Storm number:29
Processed variable: surface_sensible_heat_flux, Year: 1996, Level: 0, Timestamp: 2024-11-30 16:30:24, Storm number:30
Processed variable: surface_sensible_heat_flux, Year: 1992, Level: 0, Timestamp: 2024-11-30 16:30:24, Storm number:15
Processed variable: surface_sensible_heat_flux, Year: 1992, Level: 0, Timestamp: 2024-11-30 16:30:24, Storm number:17
Processed variable: surface_sensible_heat_flux, Year: 1992, Level: 0, Timestamp: 2024-11-30 16:30:25, Storm number:16
Processed variable: surface_sensible_heat_flux, Year: 1992, Level: 0, Timestamp: 2024-11-30 16:30:25, Storm number:18
